u_id,timestamp_actual,operation,operationCount
A0024,2015-11-06 00:33:20.000,target_clicked,2
A0024,2015-11-11 02:46:40.000,scroll_down,207
A0024,2015-11-11 02:46:40.000,scroll_up,34
A0024,2015-11-11 02:46:40.000,target_clicked,3
A0024,2015-11-14 00:13:20.000,scroll_down,162
A0024,2015-11-14 00:13:20.000,scroll_up,1
A0024,2015-11-14 00:13:20.000,target_clicked,1
A0024,2015-11-17 06:00:00.000,scroll_down,26
A0024,2015-11-17 06:00:00.000,scroll_up,14
A0025,2015-08-28 00:00:00.000,scroll_down,451
A0025,2015-08-28 00:00:00.000,scroll_up,36
A0025,2015-08-28 00:00:00.000,target_clicked,1
A0025,2015-09-03 22:40:00.000,scroll_down,1416
A0025,2015-09-03 22:40:00.000,scroll_up,368
A0025,2015-09-03 22:40:00.000,target_clicked,1
A0025,2015-09-16 19:00:00.000,scroll_down,1380
A0025,2015-09-16 19:00:00.000,scroll_up,439
A0025,2015-09-16 19:00:00.000,select,6
A0025,2015-09-16 19:00:00.000,target_clicked,19
A0025,2015-09-16 21:46:40.000,scroll_down,177
A0025,2015-09-16 21:46:40.000,scroll_up,66
A0025,2015-09-16 21:46:40.000,select,2
A0025,2015-09-16 21:46:40.000,target_clicked,3
A0025,2015-09-24 21:26:40.000,scroll_down,164
A0025,2015-09-24 21:26:40.000,scroll_up,19
A0025,2015-09-30 19:06:40.000,scroll_down,804
A0025,2015-09-30 19:06:40.000,scroll_up,316
A0025,2015-09-30 19:06:40.000,target_clicked,11
A0025,2015-09-30 21:53:20.000,scroll_down,969
A0025,2015-09-30 21:53:20.000,scroll_up,204
A0025,2015-09-30 21:53:20.000,target_clicked,7
A0025,2015-10-01 17:20:00.000,scroll_down,492
A0025,2015-10-01 17:20:00.000,scroll_up,67
A0025,2015-10-02 01:40:00.000,scroll_down,243
A0025,2015-10-02 01:40:00.000,scroll_up,2
A0025,2015-10-02 18:20:00.000,scroll_down,364
A0025,2015-10-02 18:20:00.000,scroll_up,284
A0025,2015-10-02 18:20:00.000,select,3
A0025,2015-10-02 18:20:00.000,target_clicked,5
A0025,2015-10-14 22:00:00.000,scroll_down,1205
A0025,2015-10-14 22:00:00.000,scroll_up,315
A0025,2015-10-22 21:40:00.000,scroll_down,156
A0025,2015-10-22 21:40:00.000,scroll_up,49
A0025,2015-10-28 16:33:20.000,scroll_down,69
A0025,2015-10-28 16:33:20.000,scroll_up,6
A0025,2015-10-28 19:20:00.000,scroll_down,3077
A0025,2015-10-28 19:20:00.000,scroll_up,830
A0025,2015-10-28 19:20:00.000,select,7
A0025,2015-10-28 19:20:00.000,target_clicked,10
A0025,2015-10-28 22:06:40.000,scroll_down,763
A0025,2015-10-28 22:06:40.000,scroll_up,208
A0025,2015-10-29 00:53:20.000,scroll_down,466
A0025,2015-10-29 00:53:20.000,scroll_up,96
A0025,2015-10-29 00:53:20.000,target_clicked,1
A0025,2015-10-29 20:20:00.000,scroll_down,161
A0025,2015-10-29 20:20:00.000,scroll_up,36
A0025,2015-10-29 23:06:40.000,scroll_down,264
A0025,2015-10-29 23:06:40.000,scroll_up,18
A0025,2015-10-29 23:06:40.000,select,1
A0025,2015-10-29 23:06:40.000,target_clicked,2
A0025,2015-11-02 18:46:40.000,scroll_down,3454
A0025,2015-11-02 18:46:40.000,scroll_up,1198
A0025,2015-11-02 18:46:40.000,select,1
A0025,2015-11-02 18:46:40.000,target_clicked,2
A0025,2015-11-02 21:33:20.000,scroll_down,512
A0025,2015-11-02 21:33:20.000,scroll_up,326
A0025,2015-11-09 20:13:20.000,scroll_down,878
A0025,2015-11-09 20:13:20.000,scroll_up,423
A0025,2015-11-09 23:00:00.000,scroll_down,1864
A0025,2015-11-09 23:00:00.000,scroll_up,440
A0025,2015-11-09 23:00:00.000,target_clicked,1
A0025,2015-11-10 21:13:20.000,scroll_down,608
A0025,2015-11-10 21:13:20.000,scroll_up,224
A0025,2015-11-11 02:46:40.000,scroll_down,162
A0025,2015-11-11 02:46:40.000,scroll_up,55
A0025,2015-11-12 17:40:00.000,scroll_down,563
A0025,2015-11-12 17:40:00.000,scroll_up,247
A0025,2015-11-12 17:40:00.000,select,2
A0025,2015-11-12 17:40:00.000,target_clicked,2
A0025,2015-11-18 18:06:40.000,scroll_down,1243
A0025,2015-11-18 18:06:40.000,scroll_up,427
A0026,2015-08-28 00:00:00.000,target_clicked,1
A0026,2015-10-15 23:00:00.000,select,5
A0026,2015-10-15 23:00:00.000,target_clicked,20
A0026,2015-10-16 01:46:40.000,target_clicked,2
A0026,2015-11-03 22:33:20.000,target_clicked,2
A0026,2015-11-04 01:20:00.000,select,2
A0026,2015-11-04 01:20:00.000,target_clicked,2
A0029,2015-09-03 17:06:40.000,scroll_down,75
A0029,2015-09-03 17:06:40.000,scroll_up,27
A0029,2015-09-03 17:06:40.000,target_clicked,1
A0029,2015-09-17 03:20:00.000,scroll_down,22
A0029,2015-09-17 03:20:00.000,scroll_up,1
A0029,2015-09-17 17:13:20.000,scroll_down,274
A0029,2015-09-17 17:13:20.000,scroll_up,176
A0029,2015-09-17 17:13:20.000,target_clicked,6
A0029,2015-09-17 20:00:00.000,scroll_down,807
A0029,2015-09-17 20:00:00.000,scroll_up,141
A0029,2015-09-17 20:00:00.000,target_clicked,4
A0029,2015-09-18 04:20:00.000,scroll_down,178
A0029,2015-09-18 04:20:00.000,scroll_up,161
A0029,2015-09-18 04:20:00.000,target_clicked,5
A0029,2015-09-18 18:13:20.000,scroll_down,810
A0029,2015-09-18 18:13:20.000,scroll_up,95
A0029,2015-09-18 18:13:20.000,target_clicked,5
A0029,2015-09-22 19:26:40.000,scroll_down,499
A0029,2015-09-22 19:26:40.000,scroll_up,316
A0029,2015-10-05 21:20:00.000,scroll_down,159
A0029,2015-10-05 21:20:00.000,scroll_up,45
A0029,2015-10-05 21:20:00.000,select,1
A0029,2015-10-05 21:20:00.000,target_clicked,3
A0029,2015-10-08 04:53:20.000,scroll_down,57
A0029,2015-10-08 04:53:20.000,scroll_up,13
A0029,2015-10-11 16:13:20.000,scroll_down,30
A0029,2015-10-14 16:26:40.000,scroll_down,210
A0029,2015-10-14 16:26:40.000,scroll_up,45
A0029,2015-10-14 16:26:40.000,target_clicked,5
A0029,2015-10-14 19:13:20.000,scroll_down,675
A0029,2015-10-14 19:13:20.000,scroll_up,183
A0029,2015-10-14 19:13:20.000,select,1
A0029,2015-10-14 19:13:20.000,target_clicked,3
A0029,2015-10-15 17:26:40.000,scroll_down,28
A0029,2015-10-15 17:26:40.000,target_clicked,2
A0029,2015-10-15 20:13:20.000,scroll_down,607
A0029,2015-10-15 20:13:20.000,scroll_up,205
A0029,2015-10-15 20:13:20.000,select,1
A0029,2015-10-15 20:13:20.000,target_clicked,11
A0029,2015-10-15 23:00:00.000,scroll_down,407
A0029,2015-10-15 23:00:00.000,scroll_up,100
A0029,2015-10-15 23:00:00.000,target_clicked,3
A0029,2015-10-16 01:46:40.000,scroll_down,258
A0029,2015-10-16 01:46:40.000,scroll_up,95
A0029,2015-10-16 01:46:40.000,target_clicked,7
A0029,2015-10-16 04:33:20.000,scroll_down,16
A0029,2015-10-16 04:33:20.000,scroll_up,40
A0029,2015-10-16 04:33:20.000,target_clicked,3
A0029,2015-10-22 18:53:20.000,scroll_down,35
A0029,2015-10-22 18:53:20.000,scroll_up,37
A0029,2015-10-22 21:40:00.000,scroll_down,133
A0029,2015-10-22 21:40:00.000,scroll_up,43
A0029,2015-11-03 03:06:40.000,scroll_down,152
A0029,2015-11-03 03:06:40.000,scroll_up,33
A0029,2015-11-03 03:06:40.000,target_clicked,1
A0030,2015-10-07 23:20:00.000,scroll_down,393
A0030,2015-10-07 23:20:00.000,scroll_up,140
A0030,2015-10-07 23:20:00.000,target_clicked,2
A0033,2015-09-03 22:40:00.000,scroll_down,840
A0033,2015-09-03 22:40:00.000,scroll_up,304
A0033,2015-09-03 22:40:00.000,target_clicked,2
A0033,2015-09-18 23:46:40.000,scroll_down,117
A0033,2015-09-18 23:46:40.000,scroll_up,2
A0033,2015-09-26 17:53:20.000,scroll_down,33
A0033,2015-10-05 18:33:20.000,scroll_down,121
A0033,2015-10-05 18:33:20.000,scroll_up,115
A0033,2015-10-05 18:33:20.000,select,4
A0033,2015-10-05 18:33:20.000,target_clicked,4
A0033,2015-10-06 02:53:20.000,scroll_down,128
A0033,2015-10-06 02:53:20.000,scroll_up,13
A0033,2015-10-06 11:13:20.000,scroll_down,154
A0033,2015-10-06 16:46:40.000,scroll_down,76
A0033,2015-10-07 01:06:40.000,scroll_down,689
A0033,2015-10-07 01:06:40.000,scroll_up,72
A0033,2015-10-09 17:00:00.000,scroll_down,69
A0033,2015-10-09 17:00:00.000,scroll_up,2
A0033,2015-10-15 23:00:00.000,scroll_down,184
A0033,2015-10-15 23:00:00.000,scroll_up,153
A0033,2015-10-16 07:20:00.000,scroll_down,316
A0033,2015-10-16 07:20:00.000,scroll_up,94
A0033,2015-10-16 07:20:00.000,target_clicked,1
A0033,2015-10-27 21:06:40.000,select,1
A0033,2015-10-27 21:06:40.000,target_clicked,1
A0033,2015-11-03 00:20:00.000,scroll_down,1
A0033,2015-11-06 00:33:20.000,scroll_down,409
A0033,2015-11-06 00:33:20.000,scroll_up,255
A0033,2015-11-06 00:33:20.000,select,2
A0033,2015-11-06 00:33:20.000,target_clicked,2
A0033,2015-11-20 22:53:20.000,scroll_down,299
A0033,2015-11-20 22:53:20.000,scroll_up,74
A0033,2015-11-20 22:53:20.000,select,2
A0033,2015-11-20 22:53:20.000,target_clicked,3
A0034,2015-11-06 00:33:20.000,scroll_down,164
A0034,2015-11-06 00:33:20.000,scroll_up,30
A0034,2015-11-06 00:33:20.000,target_clicked,2
A0034,2015-11-17 22:40:00.000,scroll_down,329
A0034,2015-11-17 22:40:00.000,scroll_up,229
A0034,2015-11-17 22:40:00.000,target_clicked,4
A0037,2015-10-22 16:06:40.000,target_clicked,1
A0039,2015-08-28 02:46:40.000,scroll_down,1605
A0039,2015-08-28 02:46:40.000,scroll_up,805
A0039,2015-08-28 02:46:40.000,select,1
A0039,2015-08-28 02:46:40.000,target_clicked,11
A0039,2015-08-28 05:33:20.000,scroll_down,272
A0039,2015-08-28 05:33:20.000,scroll_up,78
A0039,2015-08-28 22:13:20.000,scroll_down,1497
A0039,2015-08-28 22:13:20.000,scroll_up,381
A0039,2015-08-28 22:13:20.000,target_clicked,1
A0039,2015-09-04 20:53:20.000,scroll_down,804
A0039,2015-09-04 20:53:20.000,scroll_up,138
A0039,2015-09-04 20:53:20.000,select,1
A0039,2015-09-04 20:53:20.000,target_clicked,6
A0039,2015-09-04 23:40:00.000,scroll_down,532
A0039,2015-09-04 23:40:00.000,scroll_up,47
A0039,2015-09-04 23:40:00.000,target_clicked,2
A0039,2015-10-05 21:20:00.000,scroll_down,1955
A0039,2015-10-05 21:20:00.000,scroll_up,1023
A0039,2015-10-05 21:20:00.000,select,1
A0039,2015-10-05 21:20:00.000,target_clicked,14
A0039,2015-10-06 02:53:20.000,scroll_down,1920
A0039,2015-10-06 02:53:20.000,scroll_up,1030
A0039,2015-10-06 02:53:20.000,select,2
A0039,2015-10-06 02:53:20.000,target_clicked,19
A0039,2015-10-15 20:13:20.000,scroll_down,733
A0039,2015-10-15 20:13:20.000,scroll_up,321
A0039,2015-10-15 20:13:20.000,target_clicked,8
A0039,2015-10-15 23:00:00.000,scroll_down,166
A0039,2015-10-15 23:00:00.000,scroll_up,10
A0039,2015-10-16 01:46:40.000,scroll_down,936
A0039,2015-10-16 01:46:40.000,scroll_up,244
A0039,2015-10-16 15:40:00.000,scroll_down,531
A0039,2015-10-16 15:40:00.000,scroll_up,266
A0040,2015-09-03 22:40:00.000,scroll_down,15
A0040,2015-09-03 22:40:00.000,scroll_up,3
A0040,2015-10-17 00:00:00.000,scroll_down,64
A0040,2015-10-17 00:00:00.000,scroll_up,40
A0040,2015-10-17 00:00:00.000,target_clicked,8
A0041,2015-09-01 01:13:20.000,scroll_down,4
A0041,2015-09-01 01:13:20.000,target_clicked,1
A0041,2015-09-01 04:00:00.000,scroll_down,6
A0041,2015-09-01 04:00:00.000,scroll_up,10
A0041,2015-09-01 04:00:00.000,target_clicked,2
A0041,2015-09-04 18:06:40.000,scroll_down,58
A0041,2015-09-04 18:06:40.000,scroll_up,49
A0041,2015-09-04 18:06:40.000,target_clicked,5
A0041,2015-09-04 20:53:20.000,scroll_up,1
A0041,2015-09-04 23:40:00.000,scroll_down,14
A0041,2015-09-11 11:13:20.000,scroll_down,18
A0041,2015-09-11 11:13:20.000,scroll_up,5
A0041,2015-09-16 02:20:00.000,scroll_down,24
A0041,2015-09-16 02:20:00.000,scroll_up,15
A0041,2015-09-16 02:20:00.000,target_clicked,2
A0041,2015-09-22 08:20:00.000,scroll_down,63
A0041,2015-09-22 08:20:00.000,scroll_up,51
A0041,2015-09-22 08:20:00.000,target_clicked,6
A0041,2015-10-01 03:26:40.000,scroll_down,72
A0041,2015-10-01 03:26:40.000,scroll_up,30
A0041,2015-10-01 03:26:40.000,select,4
A0041,2015-10-01 03:26:40.000,target_clicked,6
A0041,2015-10-01 20:06:40.000,scroll_down,498
A0041,2015-10-01 20:06:40.000,scroll_up,135
A0041,2015-10-01 20:06:40.000,target_clicked,5
A0041,2015-10-01 22:53:20.000,scroll_down,1543
A0041,2015-10-01 22:53:20.000,scroll_up,455
A0041,2015-10-01 22:53:20.000,target_clicked,3
A0041,2015-10-03 05:26:40.000,scroll_down,9
A0041,2015-10-03 05:26:40.000,scroll_up,7
A0041,2015-10-03 05:26:40.000,select,1
A0041,2015-10-03 05:26:40.000,target_clicked,1
A0041,2015-10-03 08:13:20.000,scroll_down,158
A0041,2015-10-03 08:13:20.000,scroll_up,52
A0041,2015-10-03 08:13:20.000,target_clicked,7
A0041,2015-10-14 08:06:40.000,scroll_down,10
A0041,2015-10-15 23:00:00.000,scroll_down,1156
A0041,2015-10-15 23:00:00.000,scroll_up,337
A0041,2015-10-15 23:00:00.000,target_clicked,20
A0041,2015-10-16 01:46:40.000,scroll_down,164
A0041,2015-10-23 00:26:40.000,scroll_down,125
A0041,2015-10-27 21:06:40.000,scroll_down,111
A0041,2015-11-03 00:20:00.000,scroll_down,109
A0041,2015-11-03 00:20:00.000,scroll_up,2
A0041,2015-11-03 00:20:00.000,target_clicked,1
A0041,2015-11-03 22:33:20.000,scroll_up,11
A0041,2015-11-04 01:20:00.000,scroll_down,85
A0041,2015-11-13 07:33:20.000,scroll_down,26
A0041,2015-11-13 07:33:20.000,select,1
A0041,2015-11-13 07:33:20.000,target_clicked,2
A0041,2015-11-13 10:20:00.000,scroll_down,131
A0041,2015-11-13 10:20:00.000,scroll_up,16
A0041,2015-11-13 10:20:00.000,target_clicked,1
A0041,2015-11-16 21:40:00.000,scroll_down,126
A0041,2015-11-16 21:40:00.000,scroll_up,5
A0041,2015-11-17 06:00:00.000,scroll_down,76
A0041,2015-11-17 06:00:00.000,target_clicked,1
A0041,2015-11-17 19:53:20.000,scroll_down,7
A0041,2015-11-19 05:13:20.000,scroll_down,30
A0041,2015-11-19 05:13:20.000,scroll_up,24
A0041,2015-11-19 05:13:20.000,target_clicked,3
A0041,2015-11-19 08:00:00.000,scroll_down,100
A0041,2015-11-19 08:00:00.000,scroll_up,98
A0041,2015-11-19 08:00:00.000,select,17
A0041,2015-11-19 08:00:00.000,target_clicked,39
A0042,2015-10-15 23:00:00.000,scroll_down,2470
A0042,2015-10-15 23:00:00.000,scroll_up,766
A0042,2015-10-15 23:00:00.000,select,2
A0042,2015-10-15 23:00:00.000,target_clicked,23
A0042,2015-10-22 10:33:20.000,scroll_down,330
A0042,2015-10-22 10:33:20.000,scroll_up,127
A0042,2015-10-22 10:33:20.000,select,3
A0042,2015-10-22 10:33:20.000,target_clicked,10
A0042,2015-10-22 13:20:00.000,scroll_down,274
A0042,2015-10-22 13:20:00.000,scroll_up,41
A0042,2015-10-22 13:20:00.000,select,10
A0042,2015-10-22 13:20:00.000,target_clicked,11
A0042,2015-10-22 21:40:00.000,scroll_down,5
A0042,2015-11-06 22:46:40.000,scroll_down,128
A0042,2015-11-14 00:13:20.000,scroll_down,21
A0042,2015-11-14 00:13:20.000,scroll_up,5
A0042,2015-11-17 03:13:20.000,scroll_down,381
A0042,2015-11-17 03:13:20.000,scroll_up,229
A0042,2015-11-17 03:13:20.000,target_clicked,3
A0042,2015-11-17 17:06:40.000,scroll_down,96
A0042,2015-11-17 17:06:40.000,scroll_up,50
A0042,2015-11-17 19:53:20.000,scroll_down,433
A0042,2015-11-17 19:53:20.000,scroll_up,95
A0043,2015-10-15 23:00:00.000,target_clicked,1
A0043,2015-10-16 01:46:40.000,scroll_down,244
A0043,2015-10-16 01:46:40.000,scroll_up,73
A0043,2015-10-16 01:46:40.000,select,1
A0043,2015-10-16 01:46:40.000,target_clicked,3
A0043,2015-10-16 07:20:00.000,select,1
A0043,2015-10-16 07:20:00.000,target_clicked,1
A0043,2015-10-16 18:26:40.000,target_clicked,1
A0043,2015-11-11 19:26:40.000,scroll_down,65
A0043,2015-11-11 19:26:40.000,scroll_up,10
A0043,2015-11-11 19:26:40.000,select,3
A0043,2015-11-11 19:26:40.000,target_clicked,4
A0043,2015-11-11 22:13:20.000,scroll_down,254
A0043,2015-11-11 22:13:20.000,scroll_up,85
A0043,2015-11-11 22:13:20.000,select,7
A0043,2015-11-11 22:13:20.000,target_clicked,18
A0043,2015-11-20 03:26:40.000,target_clicked,3
A0044,2015-09-11 19:33:20.000,scroll_down,525
A0044,2015-09-11 19:33:20.000,scroll_up,251
A0044,2015-09-11 19:33:20.000,target_clicked,2
A0044,2015-09-16 19:00:00.000,scroll_down,169
A0044,2015-09-16 19:00:00.000,scroll_up,34
A0044,2015-09-16 19:00:00.000,target_clicked,3
A0044,2015-09-16 21:46:40.000,scroll_down,362
A0044,2015-09-16 21:46:40.000,scroll_up,209
A0044,2015-09-16 21:46:40.000,target_clicked,3
A0044,2015-09-17 06:06:40.000,scroll_down,237
A0044,2015-09-17 06:06:40.000,scroll_up,38
A0044,2015-09-17 06:06:40.000,select,2
A0044,2015-09-17 06:06:40.000,target_clicked,4
A0044,2015-09-20 23:00:00.000,scroll_down,79
A0044,2015-09-20 23:00:00.000,scroll_up,22
A0044,2015-09-23 01:00:00.000,scroll_down,35
A0044,2015-09-23 01:00:00.000,target_clicked,1
A0044,2015-09-24 21:26:40.000,scroll_down,440
A0044,2015-09-24 21:26:40.000,scroll_up,131
A0044,2015-09-24 21:26:40.000,target_clicked,1
A0044,2015-10-02 21:06:40.000,scroll_down,3
A0044,2015-10-08 04:53:20.000,scroll_down,12
A0044,2015-10-08 04:53:20.000,scroll_up,2
A0044,2015-10-13 04:20:00.000,scroll_down,336
A0044,2015-10-13 04:20:00.000,scroll_up,63
A0044,2015-10-16 01:46:40.000,scroll_down,252
A0044,2015-10-16 01:46:40.000,target_clicked,3
A0044,2015-10-16 21:13:20.000,scroll_down,104
A0044,2015-10-16 21:13:20.000,scroll_up,16
A0044,2015-10-24 07:00:00.000,scroll_down,34
A0044,2015-10-26 22:53:20.000,scroll_down,12
A0044,2015-10-26 22:53:20.000,scroll_up,3
A0044,2015-10-27 04:26:40.000,scroll_down,43
A0044,2015-10-27 04:26:40.000,scroll_up,28
A0044,2015-10-27 04:26:40.000,target_clicked,1
A0044,2015-10-29 03:40:00.000,scroll_down,1
A0044,2015-11-03 00:20:00.000,scroll_down,13
A0044,2015-11-03 08:40:00.000,scroll_down,481
A0044,2015-11-03 08:40:00.000,scroll_up,192
A0044,2015-11-03 08:40:00.000,select,1
A0044,2015-11-03 08:40:00.000,target_clicked,3
A0044,2015-11-04 04:06:40.000,scroll_down,227
A0044,2015-11-04 04:06:40.000,scroll_up,3
A0044,2015-11-04 04:06:40.000,target_clicked,1
A0044,2015-11-04 23:33:20.000,scroll_down,4
A0044,2015-11-04 23:33:20.000,target_clicked,1
A0044,2015-11-05 19:00:00.000,scroll_up,22
A0044,2015-11-07 21:00:00.000,scroll_down,38
A0044,2015-11-07 21:00:00.000,scroll_up,33
A0044,2015-11-07 21:00:00.000,target_clicked,3
A0044,2015-11-08 05:20:00.000,scroll_down,120
A0044,2015-11-08 05:20:00.000,scroll_up,23
A0046,2015-08-28 00:00:00.000,scroll_down,118
A0046,2015-08-28 00:00:00.000,scroll_up,1
A0046,2015-08-28 16:40:00.000,scroll_down,1983
A0046,2015-08-28 16:40:00.000,scroll_up,77
A0046,2015-08-28 16:40:00.000,target_clicked,1
A0046,2015-09-04 04:13:20.000,scroll_down,1770
A0046,2015-09-04 04:13:20.000,scroll_up,238
A0046,2015-09-04 04:13:20.000,select,1
A0046,2015-09-04 04:13:20.000,target_clicked,4
A0046,2015-09-04 20:53:20.000,scroll_down,96
A0046,2015-09-04 20:53:20.000,scroll_up,2
A0046,2015-09-10 18:33:20.000,scroll_down,171
A0046,2015-09-10 18:33:20.000,scroll_up,2
A0046,2015-09-15 23:33:20.000,scroll_down,694
A0046,2015-09-15 23:33:20.000,scroll_up,7
A0046,2015-09-15 23:33:20.000,target_clicked,1
A0046,2015-09-18 01:33:20.000,scroll_down,983
A0046,2015-09-18 01:33:20.000,scroll_up,10
A0046,2015-09-18 01:33:20.000,select,1
A0046,2015-09-18 01:33:20.000,target_clicked,2
A0046,2015-09-18 07:06:40.000,scroll_down,3417
A0046,2015-09-18 07:06:40.000,scroll_up,183
A0046,2015-09-18 09:53:20.000,scroll_down,459
A0046,2015-09-18 09:53:20.000,scroll_up,10
A0046,2015-09-18 23:46:40.000,scroll_down,95
A0046,2015-09-21 21:13:20.000,scroll_down,291
A0046,2015-09-21 21:13:20.000,scroll_up,45
A0046,2015-09-22 05:33:20.000,scroll_down,2116
A0046,2015-09-22 05:33:20.000,scroll_up,418
A0046,2015-09-22 05:33:20.000,target_clicked,2
A0046,2015-09-22 08:20:00.000,scroll_down,946
A0046,2015-09-22 08:20:00.000,scroll_up,36
A0046,2015-09-22 11:06:40.000,scroll_down,57
A0046,2015-09-22 11:06:40.000,scroll_up,5
A0046,2015-09-22 22:13:20.000,scroll_down,277
A0046,2015-09-22 22:13:20.000,scroll_up,84
A0046,2015-09-22 22:13:20.000,target_clicked,1
A0046,2015-09-23 01:00:00.000,scroll_down,43
A0046,2015-09-23 20:26:40.000,scroll_down,1044
A0046,2015-09-23 20:26:40.000,scroll_up,52
A0046,2015-09-24 02:00:00.000,scroll_down,353
A0046,2015-09-24 02:00:00.000,scroll_up,1
A0046,2015-09-24 07:33:20.000,scroll_down,785
A0046,2015-09-24 07:33:20.000,scroll_up,23
A0046,2015-09-24 18:40:00.000,scroll_down,1353
A0046,2015-09-24 18:40:00.000,scroll_up,66
A0046,2015-09-24 18:40:00.000,target_clicked,1
A0046,2015-09-24 21:26:40.000,scroll_down,534
A0046,2015-09-24 21:26:40.000,scroll_up,84
A0046,2015-09-24 21:26:40.000,select,1
A0046,2015-09-24 21:26:40.000,target_clicked,13
A0046,2015-09-26 17:53:20.000,scroll_down,2178
A0046,2015-09-26 17:53:20.000,scroll_up,389
A0046,2015-09-26 17:53:20.000,select,2
A0046,2015-09-26 17:53:20.000,target_clicked,16
A0046,2015-09-27 02:13:20.000,select,2
A0046,2015-09-27 02:13:20.000,target_clicked,7
A0046,2015-10-03 02:40:00.000,scroll_down,537
A0046,2015-10-03 02:40:00.000,scroll_up,4
A0046,2015-10-03 05:26:40.000,scroll_down,135
A0046,2015-10-03 05:26:40.000,scroll_up,10
A0046,2015-10-03 05:26:40.000,target_clicked,1
A0046,2015-10-04 03:40:00.000,scroll_down,2934
A0046,2015-10-04 03:40:00.000,scroll_up,193
A0046,2015-10-04 03:40:00.000,target_clicked,2
A0046,2015-10-04 06:26:40.000,scroll_down,1350
A0046,2015-10-04 06:26:40.000,scroll_up,102
A0046,2015-10-04 06:26:40.000,target_clicked,1
A0046,2015-10-04 17:33:20.000,scroll_down,1769
A0046,2015-10-04 17:33:20.000,scroll_up,513
A0046,2015-10-05 18:33:20.000,scroll_down,1399
A0046,2015-10-05 18:33:20.000,scroll_up,15
A0046,2015-10-05 21:20:00.000,scroll_down,6458
A0046,2015-10-05 21:20:00.000,scroll_up,565
A0046,2015-10-05 21:20:00.000,select,1
A0046,2015-10-05 21:20:00.000,target_clicked,6
A0046,2015-10-06 00:06:40.000,scroll_down,1812
A0046,2015-10-06 00:06:40.000,scroll_up,14
A0046,2015-10-06 00:06:40.000,select,1
A0046,2015-10-06 00:06:40.000,target_clicked,3
A0046,2015-10-11 16:13:20.000,scroll_down,1120
A0046,2015-10-11 16:13:20.000,scroll_up,34
A0046,2015-10-11 16:13:20.000,select,2
A0046,2015-10-11 16:13:20.000,target_clicked,5
A0046,2015-10-11 19:00:00.000,scroll_down,404
A0046,2015-10-11 19:00:00.000,scroll_up,2
A0046,2015-10-11 21:46:40.000,scroll_down,898
A0046,2015-10-11 21:46:40.000,scroll_up,86
A0046,2015-10-11 21:46:40.000,select,2
A0046,2015-10-11 21:46:40.000,target_clicked,10
A0046,2015-10-12 00:33:20.000,scroll_down,5392
A0046,2015-10-12 00:33:20.000,scroll_up,260
A0046,2015-10-12 00:33:20.000,select,1
A0046,2015-10-12 00:33:20.000,target_clicked,2
A0046,2015-10-12 03:20:00.000,scroll_down,1190
A0046,2015-10-12 03:20:00.000,scroll_up,15
A0046,2015-10-12 06:06:40.000,scroll_down,8726
A0046,2015-10-12 06:06:40.000,scroll_up,1290
A0046,2015-10-12 08:53:20.000,scroll_down,555
A0046,2015-10-12 08:53:20.000,scroll_up,6
A0046,2015-10-12 17:13:20.000,scroll_down,2416
A0046,2015-10-12 17:13:20.000,scroll_up,341
A0046,2015-10-12 17:13:20.000,select,2
A0046,2015-10-12 17:13:20.000,target_clicked,5
A0046,2015-10-12 20:00:00.000,scroll_down,2521
A0046,2015-10-12 20:00:00.000,scroll_up,292
A0046,2015-10-12 22:46:40.000,scroll_down,3806
A0046,2015-10-12 22:46:40.000,scroll_up,623
A0046,2015-10-12 22:46:40.000,target_clicked,1
A0046,2015-10-13 07:06:40.000,scroll_down,879
A0046,2015-10-13 07:06:40.000,scroll_up,40
A0046,2015-10-13 15:26:40.000,scroll_down,2595
A0046,2015-10-13 15:26:40.000,scroll_up,193
A0046,2015-10-13 15:26:40.000,select,1
A0046,2015-10-13 15:26:40.000,target_clicked,3
A0046,2015-10-13 18:13:20.000,scroll_down,150
A0046,2015-10-13 18:13:20.000,scroll_up,6
A0046,2015-10-13 18:13:20.000,target_clicked,1
A0046,2015-10-13 23:46:40.000,scroll_down,3073
A0046,2015-10-13 23:46:40.000,scroll_up,100
A0046,2015-10-13 23:46:40.000,target_clicked,3
A0046,2015-10-14 02:33:20.000,target_clicked,2
A0046,2015-10-14 05:20:00.000,scroll_down,5817
A0046,2015-10-14 05:20:00.000,scroll_up,316
A0046,2015-10-14 05:20:00.000,target_clicked,1
A0046,2015-10-14 08:06:40.000,scroll_down,222
A0046,2015-10-14 08:06:40.000,scroll_up,34
A0046,2015-10-15 03:33:20.000,scroll_down,539
A0046,2015-10-15 03:33:20.000,scroll_up,40
A0046,2015-10-15 03:33:20.000,target_clicked,2
A0046,2015-10-15 23:00:00.000,scroll_down,239
A0046,2015-10-15 23:00:00.000,scroll_up,55
A0046,2015-10-15 23:00:00.000,target_clicked,1
A0046,2015-10-16 01:46:40.000,scroll_down,373
A0046,2015-10-16 01:46:40.000,scroll_up,27
A0046,2015-10-16 07:20:00.000,scroll_down,1172
A0046,2015-10-16 07:20:00.000,scroll_up,102
A0046,2015-10-18 17:40:00.000,scroll_down,1172
A0046,2015-10-18 17:40:00.000,scroll_up,114
A0046,2015-10-19 21:26:40.000,scroll_down,35
